City:  Lakewood
{'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  01:57 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:02 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:02 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:02 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:02 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:03 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:03 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:03 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:03 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:03 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:03 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:04 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:04 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
City:  Lakewood
{'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:04 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:05 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:06 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:06 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:06 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:06 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:06 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:06 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:07 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:07 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:07 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:07 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:07 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:07 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:08 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:08 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:08 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:08 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:08 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:08 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:09 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:09 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:09 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:09 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:09 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:09 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:10 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:10 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:10 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:10 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:10 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:10 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:11 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:11 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:11 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:11 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:11 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:11 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:12 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:12 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:12 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:12 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:12 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:12 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:13 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:13 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:13 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:13 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:13 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:13 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:14 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:14 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:14 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:14 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:14 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:14 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:15 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:15 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:15 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:15 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:15 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
